query,method,rank,doc_title,doc_index,doc_text_snippet,bm25_score,dense_score,hybrid_score,relevance_type
What is the role of mitochondria in cellular respiration,hybrid_weighted_sum,7,Biological membrane,2130,"a biological membrane, biomembrane or cell membrane is a selectively permeable membrane that separates the interior of a cell from the external environment or creates intracellular compartments by ser",0.6054243382798545,0.8449463844299316,0.7251853613548931,partial
What is the role of mitochondria in cellular respiration,hybrid_weighted_sum,8,Glutamate transporter,4190,glutamate transporters are a family of neurotransmitter transporter proteins that move glutamate – the principal excitatory neurotransmitter – across a membrane. the family of glutamate transporters i,0.7748163484061835,0.6699984073638916,0.7224073778850375,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_weighted_sum,9,Katanin,7770,katanin is a microtubule-severing aaa protein. it is named after the japanese sword called a katana. katanin is a heterodimeric protein first discovered in sea urchins.  it contains a 60 kda atpase su,0.6586104659893538,0.7607297301292419,0.7096700980592978,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_weighted_sum,10,MAFA,8732,"mafa (mast cell function-associated antigen) is a type ii membrane glycoprotein, first identified on the surface of rat mucosal-type mast cells of the rbl-2h3 line. more recently, human and mouse homo",0.7102252289264787,0.6636331081390381,0.6869291685327583,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_rrf,1,Adenosine triphosphate,649,"adenosine triphosphate (atp) is an organic compound that provides energy to drive and support many processes in living cells, such as muscle contraction, nerve impulse propagation, condensate dissolut",0.9384295174931275,0.9651815891265869,0.03200204813108039,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_rrf,2,Cell (biology),1805,"the cell is the basic structural and functional unit of all forms of life. every cell consists of cytoplasm enclosed within a membrane, and contains many macromolecules such as proteins, dna and rna, ",0.9478932159774133,0.9467049837112427,0.031754032258064516,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_rrf,3,Apoptosis,997,"apoptosis (from ) is a form of programmed cell death that occurs in multicellular organisms and in some eukaryotic, single-celled microorganisms such as yeast. biochemical events lead to characteristi",1.0,0.8289390802383423,0.031544957774465976,partial
What is the role of mitochondria in cellular respiration,hybrid_rrf,4,Air sac,7162,"air sacs are spaces within an organism where there is the constant presence of air. among modern animals, birds possess the most air sacs (9–11), with their extinct dinosaurian relatives showing a gre",0.6739476467903371,0.9472160339355469,0.029386529386529386,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_rrf,5,Cytoplasm,2281,"in cell biology, the cytoplasm describes all material within a eukaryotic cell, enclosed by the cell membrane, except for the cell nucleus. the material inside the nucleus and contained within the nuc",0.6503698209034509,1.0,0.02844163539403516,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_rrf,6,Photosynthetic efficiency,5474,the photosynthetic efficiency is the fraction of light energy converted into chemical energy during photosynthesis in green plants and algae. photosynthesis can be described by the simplified chemical,0.7896566069617689,0.7515146732330322,0.02813852813852814,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_rrf,7,Katanin,7770,katanin is a microtubule-severing aaa protein. it is named after the japanese sword called a katana. katanin is a heterodimeric protein first discovered in sea urchins.  it contains a 60 kda atpase su,0.6586104659893538,0.7607297301292419,0.026356857985087564,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_rrf,8,Biological membrane,2130,"a biological membrane, biomembrane or cell membrane is a selectively permeable membrane that separates the interior of a cell from the external environment or creates intracellular compartments by ser",0.6054243382798545,0.8449463844299316,0.02625418060200669,partial
What is the role of mitochondria in cellular respiration,hybrid_rrf,9,Biochemistry,1665,"biochemistry or biological chemistry is the study of chemical processes within and relating to living organisms.  a sub-discipline of both chemistry and biology, biochemistry may be divided into three",0.6089019158595973,0.7527157068252563,0.02439384979302188,not_relevant
What is the role of mitochondria in cellular respiration,hybrid_rrf,10,Antioxidant,1406,"antioxidants are compounds that inhibit oxidation (usually occurring as autoxidation), a chemical reaction that can produce free radicals. autoxidation leads to degradation of organic compounds, inclu",0.5842854760420441,0.7791724801063538,0.024201491487266073,not_relevant
How did the printing press change the spread of information,bm25_only,1,Book,1594,"a book is a medium for recording information in the form of writing or images, typically composed of many pages (made of papyrus, parchment, vellum, or paper) bound together and protected by a cover. ",1.0,0.6819003820419312,1.0,partial
How did the printing press change the spread of information,bm25_only,2,Newspapers in Australia,3905,"there are two national and 10 state/territory daily newspapers, 35 regional dailies and 470 other regional and suburban newspapers in australia. each state and territory has one or two dominant daily ",0.8474899889799705,0.6668028831481934,0.8474899889799705,not_relevant
How did the printing press change the spread of information,bm25_only,3,Arabic alphabet,875,"the arabic alphabet (,   or , ), or arabic abjad, is the arabic script as specifically codified for writing the arabic language. it is written from right-to-left in a cursive style, and includes 28 le",0.834962079382253,0.3714536428451538,0.834962079382253,not_relevant
How did the printing press change the spread of information,bm25_only,4,Luther Bible,7237,"the luther bible () is a german language bible translation by the protestant reformer martin luther. a new testament translation by luther was first published in september 1522, and the completed bibl",0.8196337779467266,0.47977498173713684,0.8196337779467266,not_relevant
How did the printing press change the spread of information,bm25_only,5,Copyright,2323,"a copyright is a type of intellectual property that gives its owner the exclusive right to copy, distribute, adapt, display, and perform a creative work, usually for a limited time. the creative work ",0.8135847583086412,0.476997435092926,0.8135847583086412,not_relevant
How did the printing press change the spread of information,bm25_only,6,Arabic numerals,639,"the ten arabic numerals 0, 1, 2, 3, 4, 5, 6, 7, 8, and 9 are the most commonly used symbols for writing numbers. the term often also implies a positional notation using the numerals, as well as the us",0.8041765710595151,0.48909884691238403,0.8041765710595151,not_relevant
How did the printing press change the spread of information,bm25_only,7,The Guardian Weekly,5027,"the guardian weekly is an international english-language news magazine  based in london, england. it is one of the world's oldest international news publications and has readers in more than 170 count",0.8037432247808423,0.6361146569252014,0.8037432247808423,not_relevant
How did the printing press change the spread of information,bm25_only,8,Control character,2328,"in computing and telecommunication, a control character or non-printing character (npc) is a code point in a character set that does not represent a written character or symbol. they are used as in-ba",0.8001349100521495,0.7072449326515198,0.8001349100521495,partial
How did the printing press change the spread of information,bm25_only,9,British English,1776,"british english (bre, en-gb, or be) is the set of varieties of the english language native to great britain. more narrowly, it can refer specifically to the english language in england, or, more broad",0.7984469006971999,0.35714951157569885,0.7984469006971999,not_relevant
How did the printing press change the spread of information,bm25_only,10,The World Factbook,2273,"the world factbook, also known as the cia world factbook, is a reference resource produced by the central intelligence agency (cia) with almanac-style information about the countries of the world. the",0.7925047641714434,0.5234269499778748,0.7925047641714434,partial
How did the printing press change the spread of information,dense_only,1,Printer (computing),2322,"in computing, a printer is a peripheral machine which makes a persistent representation of graphics or text, usually on paper. while most output is human-readable, bar code printers are an example of ",0.7355323604533526,1.0,1.0,not_relevant
How did the printing press change the spread of information,dense_only,2,Aldine Press,502,"the aldine press was the printing office started by aldus manutius in 1494 in venice, from which were issued the celebrated aldine editions of the classics (latin and greek masterpieces, plus a few mo",0.7635001865249031,0.9457756280899048,0.9457756280899048,relevant
How did the printing press change the spread of information,dense_only,3,Cleveland Press,6138,"the cleveland press was a daily american newspaper published in cleveland, ohio from november 2, 1878, through june 17, 1982.  from 1928 to 1966, the paper's editor was louis b. seltzer.  known for ma",0.6317557212114365,0.901526689529419,0.901526689529419,relevant
How did the printing press change the spread of information,dense_only,4,ASCII art,692,ascii art is a graphic design technique that uses computers for presentation and consists of pictures pieced together from the 95 printable (from a total of 128) characters defined by the ascii standa,0.6008845428077358,0.8565863370895386,0.8565863370895386,not_relevant
How did the printing press change the spread of information,dense_only,5,List of newspapers in Slovenia,7804,"in 2004, there were nearly 1,000 printed media in slovenia, including newspapers, magazines and journals.  this article is a list of  newspapers published in slovenia or in slovene.  daily   {| class=",0.3797278620809208,0.8237029314041138,0.8237029314041138,not_relevant
How did the printing press change the spread of information,dense_only,6,Boston Herald,1772,"the boston herald is an american daily newspaper whose primary market is boston, massachusetts, and its surrounding area. it was founded in 1846 and is one of the oldest daily newspapers in the united",0.6563780505657021,0.8235901594161987,0.8235901594161987,not_relevant
How did the printing press change the spread of information,dense_only,7,Alvin Toffler,182,"alvin eugene toffler (october 4, 1928 – june 27, 2016) was an american writer, futurist, and businessman known for his works discussing modern technologies, including the digital revolution and the co",0.6289142537554033,0.8184905052185059,0.8184905052185059,not_relevant
How did the printing press change the spread of information,dense_only,8,Australasian Post,9568,"the australasian post, commonly called the aussie post, was australia's longest-running weekly picture magazine.  history and profile its origins are traceable to saturday, 3 january 1857, when the fi",0.45017158518999795,0.8005621433258057,0.8005621433258057,not_relevant
How did the printing press change the spread of information,dense_only,9,Print Gocco,5712,"was a compact, self-contained card printing system developed by riso kagaku corporation and first sold in 1977. print gocco achieved significant success and sold over 10 million units cumulatively bef",0.7553965415120739,0.7990912199020386,0.7990912199020386,partial
How did the printing press change the spread of information,dense_only,10,Blotting paper,9262,"blotting paper is a highly absorbent type of paper used to absorb ink or oil from writing material, particularly when quills or fountain pens were popular. it could also be used in testing how much oi",0.44793675005766137,0.7975039482116699,0.7975039482116699,not_relevant
How did the printing press change the spread of information,hybrid_weighted_sum,1,Printer (computing),2322,"in computing, a printer is a peripheral machine which makes a persistent representation of graphics or text, usually on paper. while most output is human-readable, bar code printers are an example of ",0.7355323604533526,1.0,0.8677661802266763,not_relevant
How did the printing press change the spread of information,hybrid_weighted_sum,2,Aldine Press,502,"the aldine press was the printing office started by aldus manutius in 1494 in venice, from which were issued the celebrated aldine editions of the classics (latin and greek masterpieces, plus a few mo",0.7635001865249031,0.9457756280899048,0.854637907307404,relevant
How did the printing press change the spread of information,hybrid_weighted_sum,3,Book,1594,"a book is a medium for recording information in the form of writing or images, typically composed of many pages (made of papyrus, parchment, vellum, or paper) bound together and protected by a cover. ",1.0,0.6819003820419312,0.8409501910209656,partial
How did the printing press change the spread of information,hybrid_weighted_sum,4,Print Gocco,5712,"was a compact, self-contained card printing system developed by riso kagaku corporation and first sold in 1977. print gocco achieved significant success and sold over 10 million units cumulatively bef",0.7553965415120739,0.7990912199020386,0.7772438807070563,partial
How did the printing press change the spread of information,hybrid_weighted_sum,5,Cleveland Press,6138,"the cleveland press was a daily american newspaper published in cleveland, ohio from november 2, 1878, through june 17, 1982.  from 1928 to 1966, the paper's editor was louis b. seltzer.  known for ma",0.6317557212114365,0.901526689529419,0.7666412053704277,relevant
How did the printing press change the spread of information,hybrid_weighted_sum,6,Newspapers in Australia,3905,"there are two national and 10 state/territory daily newspapers, 35 regional dailies and 470 other regional and suburban newspapers in australia. each state and territory has one or two dominant daily ",0.8474899889799705,0.6668028831481934,0.7571464360640819,not_relevant
How did the printing press change the spread of information,hybrid_weighted_sum,7,Control character,2328,"in computing and telecommunication, a control character or non-printing character (npc) is a code point in a character set that does not represent a written character or symbol. they are used as in-ba",0.8001349100521495,0.7072449326515198,0.7536899213518347,partial
How did the printing press change the spread of information,hybrid_weighted_sum,8,Newspapers in Israel,3984,"newspapers in israel are mostly in hebrew, but there are also newspapers catering to arabic speakers, and newspapers catering to immigrants speaking a variety of languages, such as russian, english an",0.755026197830059,0.7392728328704834,0.7471495153502712,not_relevant
How did the printing press change the spread of information,hybrid_weighted_sum,9,Ministry for the Press and the Media,7108,the ministry for the press and the media of greece () was a government department of greece.  history the ministry has its origins in the department of press and tourism formed on 29 august 1936. unti,0.7287768335618202,0.7537368535995483,0.7412568435806843,relevant
How did the printing press change the spread of information,hybrid_weighted_sum,10,Boston Herald,1772,"the boston herald is an american daily newspaper whose primary market is boston, massachusetts, and its surrounding area. it was founded in 1846 and is one of the oldest daily newspapers in the united",0.6563780505657021,0.8235901594161987,0.7399841049909504,not_relevant
How did the printing press change the spread of information,hybrid_rrf,1,Aldine Press,502,"the aldine press was the printing office started by aldus manutius in 1494 in venice, from which were issued the celebrated aldine editions of the classics (latin and greek masterpieces, plus a few mo",0.7635001865249031,0.9457756280899048,0.02928692699490662,relevant
How did the printing press change the spread of information,hybrid_rrf,2,Printer (computing),2322,"in computing, a printer is a peripheral machine which makes a persistent representation of graphics or text, usually on paper. while most output is human-readable, bar code printers are an example of ",0.7355323604533526,1.0,0.027263007840342125,not_relevant
How did the printing press change the spread of information,hybrid_rrf,3,Print Gocco,5712,"was a compact, self-contained card printing system developed by riso kagaku corporation and first sold in 1977. print gocco achieved significant success and sold over 10 million units cumulatively bef",0.7553965415120739,0.7990912199020386,0.026992753623188405,partial
How did the printing press change the spread of information,hybrid_rrf,4,Book,1594,"a book is a medium for recording information in the form of writing or images, typically composed of many pages (made of papyrus, parchment, vellum, or paper) bound together and protected by a cover. ",1.0,0.6819003820419312,0.024657905432868176,partial
How did the printing press change the spread of information,hybrid_rrf,5,Control character,2328,"in computing and telecommunication, a control character or non-printing character (npc) is a code point in a character set that does not represent a written character or symbol. they are used as in-ba",0.8001349100521495,0.7072449326515198,0.024414620217018845,partial
How did the printing press change the spread of information,hybrid_rrf,6,Newspapers in Israel,3984,"newspapers in israel are mostly in hebrew, but there are also newspapers catering to arabic speakers, and newspapers catering to immigrants speaking a variety of languages, such as russian, english an",0.755026197830059,0.7392728328704834,0.02424331472230385,not_relevant
How did the printing press change the spread of information,hybrid_rrf,7,Newspapers in Australia,3905,"there are two national and 10 state/territory daily newspapers, 35 regional dailies and 470 other regional and suburban newspapers in australia. each state and territory has one or two dominant daily ",0.8474899889799705,0.6668028831481934,0.023591718825228696,not_relevant
How did the printing press change the spread of information,hybrid_rrf,8,Ministry for the Press and the Media,7108,the ministry for the press and the media of greece () was a government department of greece.  history the ministry has its origins in the department of press and tourism formed on 29 august 1936. unti,0.7287768335618202,0.7537368535995483,0.02307489451476793,relevant
How did the printing press change the spread of information,hybrid_rrf,9,Asheville Citizen-Times,5113,"the asheville citizen-times is a daily newspaper of asheville, north carolina. it was formed in 1991 as a result of a merger of the morning asheville citizen and the afternoon asheville times. it is o",0.765747362197313,0.6712847352027893,0.021145833333333336,not_relevant
How did the printing press change the spread of information,hybrid_rrf,10,The Guardian Weekly,5027,"the guardian weekly is an international english-language news magazine  based in london, england. it is one of the world's oldest international news publications and has readers in more than 170 count",0.8037432247808423,0.6361146569252014,0.021060342459481733,not_relevant
Why does the Moon cause ocean tides gravitational pull,bm25_only,1,Coast,2306,"the coast, also known as the coastline or seashore, is defined as the area where land meets the ocean, or as a line that forms the boundary between the land and the coastline. shores are influenced by",1.0,1.0000001192092896,1.0,partial
Why does the Moon cause ocean tides gravitational pull,bm25_only,2,Black hole,2042,"a black hole is a region of spacetime where gravity is so strong that nothing, including light and other electromagnetic waves, has enough energy to escape it. the theory of general relativity predict",0.9637208495777289,0.6796194314956665,0.9637208495777289,not_relevant
Why does the Moon cause ocean tides gravitational pull,bm25_only,3,Bucket argument,2158,isaac newton's rotating bucket argument (also known as newton's bucket) was designed to demonstrate that true rotational motion cannot be defined as the relative rotation of the body with respect to t,0.8034335762314961,0.5274361371994019,0.8034335762314961,not_relevant
Why does the Moon cause ocean tides gravitational pull,bm25_only,4,Physical cosmology,2373,"physical cosmology is a branch of cosmology concerned with the study of cosmological models.  a cosmological model, or simply cosmology, provides a description of the largest-scale structures and dyna",0.7992857962937481,0.5361928939819336,0.7992857962937481,not_relevant
Why does the Moon cause ocean tides gravitational pull,bm25_only,5,Albert Einstein,90,albert einstein ( ; ; 14 march 1879 – 18 april 1955) was a german-born theoretical physicist who is widely held to be one of the greatest and most influential scientists of all time. best known for de,0.7955364055471532,0.6397570967674255,0.7955364055471532,not_relevant
Why does the Moon cause ocean tides gravitational pull,bm25_only,6,Big Bang,1752,the big bang event is a physical theory that describes how the universe expanded from an initial state of high density and temperature. various cosmological models of the big bang explain the evolutio,0.7951339799896298,0.5688700675964355,0.7951339799896298,not_relevant
Why does the Moon cause ocean tides gravitational pull,bm25_only,7,Mass-to-light ratio,8974,"in astrophysics and physical cosmology the mass-to-light ratio, normally designated with the greek letter upsilon, , is the quotient between the total mass of a spatial volume (typically on the scales",0.7517043404199167,0.534928023815155,0.7517043404199167,not_relevant
Why does the Moon cause ocean tides gravitational pull,bm25_only,8,Inflation (cosmology),2374,"in physical cosmology, cosmic inflation, cosmological inflation, or just inflation, is a theory of exponential expansion of space in the early universe. the inflationary epoch is believed to have last",0.751026155396609,0.5242463946342468,0.751026155396609,not_relevant
Why does the Moon cause ocean tides gravitational pull,bm25_only,9,Astronomical unit,309,"the astronomical unit (symbol: au, or  or au) is a unit of length, roughly the distance from earth to the sun and approximately equal to  or 8.3 light-minutes. the actual distance from earth to the su",0.7413869457693205,0.41438406705856323,0.7413869457693205,not_relevant
Why does the Moon cause ocean tides gravitational pull,bm25_only,10,Atlantic Ocean,76,"the atlantic ocean is the second-largest of the world's five oceans, with an area of about . it covers approximately 17% of earth's surface and about 24% of its water surface area. it is known to sepa",0.7405186691230428,0.8133591413497925,0.7405186691230428,relevant
Why does the Moon cause ocean tides gravitational pull,dense_only,1,Coast,2306,"the coast, also known as the coastline or seashore, is defined as the area where land meets the ocean, or as a line that forms the boundary between the land and the coastline. shores are influenced by",1.0,1.0000001192092896,1.0000001192092896,partial
Why does the Moon cause ocean tides gravitational pull,dense_only,2,Balboa,2061,"balboa may refer to:  boats  balboa 16, an american sailboat design  balboa 20, an american sailboat design  balboa 21, an american sailboat design  balboa 22, an american sailboat design  balboa 23, ",0.22125486831031274,0.9764429330825806,0.9764429330825806,not_relevant
Why does the Moon cause ocean tides gravitational pull,dense_only,3,Mr Moon,7308,"mr. moon or mister moon may refer to:  television mister moon (with ed leahy), 1955–1958 list of local children's television series mr moon (tv series), 2010 disney animated series  music ""mr. moon"" (",0.21384680160812714,0.9617487192153931,0.9617487192153931,relevant
Why does the Moon cause ocean tides gravitational pull,dense_only,4,Moondance Jam,4805,"moondance jam is an annual rock and classic rock festival held in mid-july in the leech lake/chippewa national forest area near walker, minnesota. it is recognized as minnesota's largest rock festival",0.23459636277597276,0.9495288133621216,0.9495288133621216,relevant
Why does the Moon cause ocean tides gravitational pull,dense_only,5,Antarctic Circumpolar Current,768,the antarctic circumpolar current (acc) is an ocean current that flows clockwise (as seen from the south pole) from west to east around antarctica. an alternative name for the acc is the west wind dri,0.5748312701767045,0.9478039741516113,0.9478039741516113,partial
Why does the Moon cause ocean tides gravitational pull,dense_only,6,Kick the Moon,6851,"kick the moon () is a 2001 south korean film directed by kim sang-jin.  plot ten years ago, a legendary fighter named choi gi-dong and a timid straight-a student named park young-joon leave for a high",0.22350556398283167,0.9382431507110596,0.9382431507110596,relevant
Why does the Moon cause ocean tides gravitational pull,dense_only,7,Baltic Sea,1411,"the baltic sea is an arm of the atlantic ocean that is enclosed by denmark, estonia, finland, germany, latvia, lithuania, poland, russia, sweden, and the north and central european plain.  the sea str",0.6612093523477259,0.9254072904586792,0.9254072904586792,partial
Why does the Moon cause ocean tides gravitational pull,dense_only,8,Geography of Cameroon,2412,"at , cameroon is the world's 53rd largest country. it is slightly larger than the nation of sweden and the us state of california. it is comparable in size to papua new guinea. cameroon's landmass is ",0.4798638783717551,0.9226293563842773,0.9226293563842773,not_relevant
Why does the Moon cause ocean tides gravitational pull,dense_only,9,Battle of the Nile,2018,the battle of the nile (also known as the battle of aboukir bay; ) was a major naval battle fought between the british royal navy and the navy of the french republic at aboukir bay on the mediterranea,0.3150869677749524,0.8841531276702881,0.8841531276702881,not_relevant
Why does the Moon cause ocean tides gravitational pull,dense_only,10,Adrastea (moon),1048,"adrastea (), also known as , is the second by distance, and the smallest of the four inner moons of jupiter. it was discovered in photographs taken by voyager 2 in 1979, making it the first natural sa",0.3319071912728596,0.8726075887680054,0.8726075887680054,relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,1,Coast,2306,"the coast, also known as the coastline or seashore, is defined as the area where land meets the ocean, or as a line that forms the boundary between the land and the coastline. shores are influenced by",1.0,1.0000001192092896,1.0000000596046448,partial
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,2,Black hole,2042,"a black hole is a region of spacetime where gravity is so strong that nothing, including light and other electromagnetic waves, has enough energy to escape it. the theory of general relativity predict",0.9637208495777289,0.6796194314956665,0.8216701405366977,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,3,Baltic Sea,1411,"the baltic sea is an arm of the atlantic ocean that is enclosed by denmark, estonia, finland, germany, latvia, lithuania, poland, russia, sweden, and the north and central european plain.  the sea str",0.6612093523477259,0.9254072904586792,0.7933083214032026,partial
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,4,Atlantic Ocean,76,"the atlantic ocean is the second-largest of the world's five oceans, with an area of about . it covers approximately 17% of earth's surface and about 24% of its water surface area. it is known to sepa",0.7405186691230428,0.8133591413497925,0.7769389052364176,relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,5,Antarctic Circumpolar Current,768,the antarctic circumpolar current (acc) is an ocean current that flows clockwise (as seen from the south pole) from west to east around antarctica. an alternative name for the acc is the west wind dri,0.5748312701767045,0.9478039741516113,0.761317622164158,partial
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,6,Acantharea,1020,"the acantharea (acantharia) are a group of radiolarian protozoa, distinguished mainly by their strontium sulfate skeletons. acantharians are heterotrophic marine microplankton that range in size from ",0.609333574294052,0.839036762714386,0.724185168504219,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,7,Albert Einstein,90,albert einstein ( ; ; 14 march 1879 – 18 april 1955) was a german-born theoretical physicist who is widely held to be one of the greatest and most influential scientists of all time. best known for de,0.7955364055471532,0.6397570967674255,0.7176467511572894,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,8,Anchor,372,"an anchor is a device, normally made of metal, used to secure a vessel to the bed of a body of water to prevent the craft from drifting due to wind or current. the word derives from latin , which itse",0.5407619019983667,0.8639116287231445,0.7023367653607556,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,9,Geography of Cameroon,2412,"at , cameroon is the world's 53rd largest country. it is slightly larger than the nation of sweden and the us state of california. it is comparable in size to papua new guinea. cameroon's landmass is ",0.4798638783717551,0.9226293563842773,0.7012466173780162,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_weighted_sum,10,Carbon dioxide,2655,carbon dioxide is a chemical compound with the chemical formula . it is made up of molecules that each have one carbon atom covalently double bonded to two oxygen atoms. it is found in the gas state a,0.669842121615109,0.7259987592697144,0.6979204404424117,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,1,Coast,2306,"the coast, also known as the coastline or seashore, is defined as the area where land meets the ocean, or as a line that forms the boundary between the land and the coastline. shores are influenced by",1.0,1.0000001192092896,0.03278688524590164,partial
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,2,Baltic Sea,1411,"the baltic sea is an arm of the atlantic ocean that is enclosed by denmark, estonia, finland, germany, latvia, lithuania, poland, russia, sweden, and the north and central european plain.  the sea str",0.6612093523477259,0.9254072904586792,0.0266900790166813,partial
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,3,Atlantic Ocean,76,"the atlantic ocean is the second-largest of the world's five oceans, with an area of about . it covers approximately 17% of earth's surface and about 24% of its water surface area. it is known to sepa",0.7405186691230428,0.8133591413497925,0.025155279503105588,relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,4,Antarctic Circumpolar Current,768,the antarctic circumpolar current (acc) is an ocean current that flows clockwise (as seen from the south pole) from west to east around antarctica. an alternative name for the acc is the west wind dri,0.5748312701767045,0.9478039741516113,0.024080267558528427,partial
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,5,Acantharea,1020,"the acantharea (acantharia) are a group of radiolarian protozoa, distinguished mainly by their strontium sulfate skeletons. acantharians are heterotrophic marine microplankton that range in size from ",0.609333574294052,0.839036762714386,0.021999043519846963,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,6,Anchor,372,"an anchor is a device, normally made of metal, used to secure a vessel to the bed of a body of water to prevent the craft from drifting due to wind or current. the word derives from latin , which itse",0.5407619019983667,0.8639116287231445,0.02084126379901028,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,7,Bassas da India,1476,"bassas da india (; ) is an uninhabited, roughly circular french atoll that is part of the french southern and antarctic lands. located in the southern mozambique channel, about halfway between mozambi",0.5234011310610613,0.8626922965049744,0.019722726522528468,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,8,Arabian Sea,1149,"the arabian sea () is a region of sea in the northern indian ocean, bounded on the west by the arabian peninsula, gulf of aden and guardafui channel, on the northwest by gulf of oman and iran, on the ",0.5161170829327939,0.8630772829055786,0.019538606403013182,partial
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,9,Geography of Cameroon,2412,"at , cameroon is the world's 53rd largest country. it is slightly larger than the nation of sweden and the us state of california. it is comparable in size to papua new guinea. cameroon's landmass is ",0.4798638783717551,0.9226293563842773,0.018642890226956924,not_relevant
Why does the Moon cause ocean tides gravitational pull,hybrid_rrf,10,Carbon dioxide,2655,carbon dioxide is a chemical compound with the chemical formula . it is made up of molecules that each have one carbon atom covalently double bonded to two oxygen atoms. it is found in the gas state a,0.669842121615109,0.7259987592697144,0.017629904559915165,not_relevant
How do black holes form from collapsing stars,bm25_only,1,Black hole,2042,"a black hole is a region of spacetime where gravity is so strong that nothing, including light and other electromagnetic waves, has enough energy to escape it. the theory of general relativity predict",1.0,1.0,1.0,relevant
How do black holes form from collapsing stars,bm25_only,2,Amy Barger,2815,"amy j. barger (born january 18, 1971) is an american astronomer and henrietta leavitt professor of astronomy at the university of wisconsin–madison. she is considered a pioneer in combining data from ",0.6757703253669028,0.8395256996154785,0.6757703253669028,partial
How do black holes form from collapsing stars,bm25_only,3,Black,1707,"black is a color that results from the absence or complete absorption of visible light. it is an achromatic color, without hue, like white and grey. it is often used symbolically or figuratively to re",0.5323868959997886,0.43044140934944153,0.5323868959997886,relevant
How do black holes form from collapsing stars,bm25_only,4,Physical cosmology,2373,"physical cosmology is a branch of cosmology concerned with the study of cosmological models.  a cosmological model, or simply cosmology, provides a description of the largest-scale structures and dyna",0.5272239324789815,0.7109454870223999,0.5272239324789815,not_relevant
How do black holes form from collapsing stars,bm25_only,5,Capricornus,2409,"capricornus  is one of the constellations of the zodiac. its name is latin for ""horned goat"" or ""goat horn"" or ""having horns like a goat's"", and it is commonly represented in the form of a sea goat: a",0.4701445205928928,0.6238505840301514,0.4701445205928928,partial
How do black holes form from collapsing stars,bm25_only,6,Blade Runner 2: The Edge of Human,1735,"blade runner 2: the edge of human (1995) is a science fiction novel by american writer k. w. jeter. it is a continuation of both the film blade runner and the novel upon which the film was based, phil",0.4678207408398353,0.2274530529975891,0.4678207408398353,not_relevant
How do black holes form from collapsing stars,bm25_only,7,Stone wrist-guard,3069,early bronze age stone wrist-guards are found across europe from around 2400-1900 bc and are closely associated with the beaker culture and unetice culture. in the past they have been variously known ,0.4607532547640523,0.2580823302268982,0.4607532547640523,partial
How do black holes form from collapsing stars,bm25_only,8,Turhal,3413,"turhal is a city in tokat province in the black sea region of turkey. it is the seat of turhal district. its population is 62,030 (2022). it is 48 km to the west of tokat. turhal is situated on a fert",0.44755674618269103,0.47299864888191223,0.44755674618269103,partial
How do black holes form from collapsing stars,bm25_only,9,Anaximander,281,"anaximander ( ;  anaximandros; ) was a pre-socratic greek philosopher who lived in miletus, a city of ionia (in modern-day turkey). he belonged to the milesian school and learned the teachings of his ",0.43806020940929036,0.41684991121292114,0.43806020940929036,not_relevant
How do black holes form from collapsing stars,bm25_only,10,Antlia,716,"antlia (; from ancient greek ἀντλία) is a constellation in the southern celestial hemisphere. its name means ""pump"" in latin and greek; it represents an air pump. originally antlia pneumatica, the con",0.43492622324942953,0.7053136825561523,0.43492622324942953,partial
How do black holes form from collapsing stars,dense_only,1,Black hole,2042,"a black hole is a region of spacetime where gravity is so strong that nothing, including light and other electromagnetic waves, has enough energy to escape it. the theory of general relativity predict",1.0,1.0,1.0,relevant
